citation_key,title,field,status,reason
milner1980,A Calculus of Communicating Systems,doi,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,isbn,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,issn,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,volume,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,number,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,pages,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,publisher,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,edition,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,booktitle,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,journal,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,institution,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,series,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
milner1980,A Calculus of Communicating Systems,url,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,doi,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,isbn,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,issn,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,volume,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,number,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,pages,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,publisher,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,edition,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,booktitle,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,journal,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,institution,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,series,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
milner1989,Communication and concurrency,url,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,doi,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,isbn,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,issn,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,volume,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,number,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,pages,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,publisher,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,edition,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,booktitle,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,journal,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,institution,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,series,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
morris1938,Foundations of the Theory of Signs,url,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",doi,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",isbn,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",issn,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",publisher,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",edition,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",booktitle,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",journal,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",institution,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",series,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",reportnumber,unresolved,Field absent from source and no authoritative exact match established.
murata1989,"Petri nets: Properties, analysis and applications",url,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,doi,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,isbn,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,issn,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,volume,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,number,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,pages,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,publisher,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,edition,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,booktitle,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,journal,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,institution,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,series,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
nationalacademiesofsciences2018,How People Learn II,url,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,doi,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,isbn,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,issn,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,publisher,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,edition,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,booktitle,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,journal,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,institution,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,series,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
newell1985,The prospects for psychological science in human-computer interaction,url,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,doi,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,isbn,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,issn,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,volume,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,number,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,publisher,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,edition,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,booktitle,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,journal,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,institution,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,series,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
newell1958,Elements of a theory of human problem solving,url,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,doi,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,isbn,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,issn,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,volume,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,number,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,pages,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,publisher,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,edition,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,booktitle,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,journal,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,institution,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,series,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
newell1972,Human Problem Solving,url,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,doi,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,isbn,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,issn,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,volume,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,number,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,publisher,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,edition,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,booktitle,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,journal,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,institution,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,series,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
newell1976,Computer science as empirical inquiry: Symbols and search,url,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,doi,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,isbn,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,issn,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,volume,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,number,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,publisher,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,edition,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,booktitle,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,journal,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,institution,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,series,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
norman1983,Some observations on mental models,url,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,doi,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,isbn,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,issn,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,volume,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,number,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,pages,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,publisher,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,edition,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,booktitle,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,journal,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,institution,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,series,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
norman1986,Cognitive engineering,url,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,doi,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,isbn,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,issn,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,volume,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,number,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,pages,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,publisher,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,edition,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,booktitle,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,journal,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,institution,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,series,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
norman1988,The psychology of everyday things,url,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,doi,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,isbn,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,issn,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,volume,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,number,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,pages,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,publisher,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,edition,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,booktitle,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,journal,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,institution,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,series,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
norman2013the5,The Design of Everyday Things,url,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,doi,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,isbn,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,issn,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,volume,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,number,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,pages,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,publisher,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,edition,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,booktitle,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,journal,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,institution,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,series,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
norman2013,The design of everyday things (Rev,url,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",doi,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",isbn,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",issn,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",volume,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",number,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",pages,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",publisher,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",edition,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",booktitle,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",journal,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",institution,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",series,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",reportnumber,unresolved,Field absent from source and no authoritative exact match established.
norman2013the2,"The Design of Everyday Things, revised and expanded edition",url,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",doi,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",isbn,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",issn,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",volume,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",number,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",pages,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",publisher,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",edition,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",booktitle,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",journal,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",institution,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",series,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",reportnumber,unresolved,Field absent from source and no authoritative exact match established.
norman2013the3,"The Design of Everyday Things, revised edition",url,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,doi,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,isbn,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,issn,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,pages,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,publisher,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,edition,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,booktitle,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,journal,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,institution,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,series,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
opensciencecollaboration2015,Estimating the reproducibility of psychological science,url,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,isbn,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,issn,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,volume,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,number,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,publisher,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,edition,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,booktitle,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,journal,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,institution,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,series,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2022,Computational rationality as a theory of interaction,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,doi,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,isbn,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,issn,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,volume,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,number,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,pages,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,publisher,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,edition,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,booktitle,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,journal,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,institution,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,series,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
oulasvirta2018,Computational interaction,url,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,doi,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,isbn,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,issn,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,volume,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,number,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,publisher,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,edition,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,booktitle,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,journal,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,institution,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,series,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
palmer1978,Fundamental aspects of cognitive representation,url,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,doi,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,isbn,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,issn,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,publisher,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,edition,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,booktitle,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,journal,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,institution,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,series,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
pan2010,A survey on transfer learning,url,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,doi,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,isbn,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,issn,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,publisher,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,edition,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,booktitle,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,journal,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,institution,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,series,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
parasuraman2000,A model for types and levels of human interaction with automation,url,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,doi,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,isbn,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,issn,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,volume,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,number,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,pages,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,publisher,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,edition,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,booktitle,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,journal,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,institution,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,series,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
park1981,Concurrency and automata on infinite sequences,url,unresolved,Field absent from source and no authoritative exact match established.
pearl2000,Causality,doi,unresolved,Field absent from source and no authoritative exact match established.
pearl2000,Causality,isbn,unresolved,Field absent from source and no authoritative exact match established.
pearl2000,Causality,issn,unresolved,Field absent from source and no authoritative exact match established.
